name,id,key,potid,potkey,units,atom_style,allsymbols,pair_style,status,symbols,elements
MO_859700307573,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Cr__MO_859700307573_004,00f7bc55-5e64-4dd5-beda-720b46be39a5,1959--Girifalco-L-A-Weizer-V-G--Cr,d439adf5-6edb-43de-a70d-4214c288db42,metal,atomic,False,kim,active,['Cr'],['Cr']
MO_861114678890,SW_BereSerra_2006_GaN__MO_861114678890_000,2879a919-4417-4888-8502-e046eccaacbd,2006--Bere-A-Serra-A--Ga-N,a08eb46e-3856-4329-9dce-41af22f9acc1,metal,atomic,False,kim,active,"['Ga', 'N']","['Ga', 'N']"
MO_861893969202,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Ag__MO_861893969202_004,ff79220e-cd7b-446e-b7b7-ce1841387727,1959--Girifalco-L-A-Weizer-V-G--Ag,ab71e60e-3f45-4eb4-9c92-7feb98f7e168,metal,atomic,False,kim,active,['Ag'],['Ag']
MO_862371677648,MEAM_LAMMPS_OhSeolLee_2020_CoTi__MO_862371677648_000,NOT FOUND,,,metal,atomic,False,kim,active,[],[]
MO_869330304805,SNAP_ZuoChenLi_2019_Si__MO_869330304805_000,d4b3812c-cff9-4c7f-b05d-37f3cd0e8e3b,2020--Zuo-Y-Chen-C-Li-X-et-al--Si-SNAP,c9c528cd-b023-45a5-8f34-705d6eeac347,metal,atomic,False,kim,active,['Si'],['Si']
MO_874930365376,EAM_Dynamo_NicholAckland_2016v2_Rb__MO_874930365376_000,02911ef5-a832-48f9-9d6c-de8cc6d08bc9,2016--Nichol-A-Ackland-G-J--Rb,d29d05b2-33eb-402e-98b2-3e52c8d3db9a,metal,atomic,False,kim,active,['Rb'],['Rb']
MO_876687166519,MEAM_LAMMPS_KimJungLee_2015_NiAlCo__MO_876687166519_000,NOT FOUND,,,metal,atomic,False,kim,active,[],[]
MO_878712978062,EAM_IMD_SchopfBrommerFrigan_2012_AlMnPd__MO_878712978062_003,ed03421e-c88e-4144-ae4e-69e53c5d8d30,2012--Schopf-D-Brommer-P-Frigan-B-Trebin-H-R--Al-Mn-Pd,bdd76724-0693-4e46-8a9a-39e1bc2204ce,metal,atomic,False,kim,active,"['Al', 'Mn', 'Pd']","['Al', 'Mn', 'Pd']"
MO_880803040302,MEAM_LAMMPS_WuLeeSu_2017_NiCr__MO_880803040302_000,NOT FOUND,,,metal,atomic,False,kim,active,[],[]
MO_883726743759,MEAM_LAMMPS_DuLenoskyHennig_2011_Si__MO_883726743759_000,NOT FOUND,,,metal,atomic,False,kim,active,[],[]
MO_884343146310,EAM_Dynamo_AcklandMendelevSrolovitz_2004_FeP__MO_884343146310_005,ff0da2ca-ef72-4cdc-a8bf-b939f5c6adf8,2004--Ackland-G-J-Mendelev-M-I-Srolovitz-D-J-et-al--Fe-P,5793213a-63e3-43de-84c4-c20e5a3902ec,metal,atomic,False,kim,active,"['Fe', 'P']","['Fe', 'P']"
MO_885079680379,EAM_Dynamo_PunMishin_2012_Co__MO_885079680379_005,c16feb5d-d58c-4cef-8ff6-c1cb5313b183,2012--Purja-Pun-G-P-Mishin-Y--Co,a51fd82a-2bb5-4d30-9663-5f730c6fab40,metal,atomic,False,kim,active,['Co'],['Co']
MO_887105884651,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Ca__MO_887105884651_004,5155fd4a-3af0-4ecb-94e9-e970c307428d,1959--Girifalco-L-A-Weizer-V-G--Ca,5f697b25-c341-4237-9490-5d304682acc4,metal,atomic,False,kim,active,['Ca'],['Ca']
MO_887933271505,EAM_NN_Johnson_1988_Cu__MO_887933271505_002,bcdba8e4-74a2-4c61-9e0f-a9d961583ce2,1988--Johnson-R-A--Cu,d053fa81-f484-4c92-a1f7-14240f77e989,metal,atomic,False,kim,active,['Cu'],['Cu']
MO_893505888031,MEAM_LAMMPS_HuangLiuDuan_2021_HfNbTaTiZr__MO_893505888031_000,NOT FOUND,,,metal,atomic,False,kim,active,[],[]
MO_894868634445,EAM_Dynamo_ZhouJohnsonWadley_2004NISTretabulation_Mg__MO_894868634445_000,fccfb879-799a-4ba4-95e3-89919a7b3ea7,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Mg,816ed50d-9e0c-4bd2-8a9a-dca83d4e0bb8,metal,atomic,False,kim,active,['Mg'],['Mg']
MO_903987585848,Tersoff_LAMMPS_ErhartAlbe_2005_SiC__MO_903987585848_004,24bc5d31-c76f-4323-aa65-ce6e426b1b5a,2005--Erhart-P-Albe-K--Si-C-I,f4088e3f-65ec-419d-a677-b5f533f984d0,metal,atomic,False,kim,active,"['Si', 'C']","['Si', 'C']"
MO_908110223949,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Rb__MO_908110223949_004,b9320b92-4b4d-4ab6-9f26-f5d98e359acb,1959--Girifalco-L-A-Weizer-V-G--Rb,da503e28-b44f-4759-92d1-bcb5c8ceaceb,metal,atomic,False,kim,active,['Rb'],['Rb']
MO_908645784389,Morse_QuinticSmoothed_Jelinek_1972_Ar__MO_908645784389_002,55feb675-9736-4442-a442-a0e59fe64329,1972--Jelinek-G-E--Ar,8574b9b6-028e-4554-85d9-0c8e3a2e7da9,metal,atomic,False,kim,active,['Ar'],['Ar']
MO_912636107108,MEAM_LAMMPS_WuLeeSu_2017_NiCrFe__MO_912636107108_000,NOT FOUND,,,metal,atomic,False,kim,active,[],[]
MO_912978207512,MEAM_LAMMPS_KimSeolJi_2017_PtV__MO_912978207512_000,NOT FOUND,,,metal,atomic,False,kim,active,[],[]
MO_913991514986,SNAP_LiHuChen_2018_Ni__MO_913991514986_000,635c59f5-bef8-4fe5-8434-eae05beb46e8,2018--Li-X-G-Hu-C-Chen-C-et-al--Ni,acf1728c-37c6-40c9-98fd-6a7fd52a7084,metal,atomic,False,kim,active,['Ni'],['Ni']
MO_914556822329,EAM_Dynamo_ZhouJohnsonWadley_2004NISTretabulation_W__MO_914556822329_000,f7e7039b-40b6-4f6b-aece-ee1a44cc5ed3,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--W,865a32b5-d4ae-4e3e-bd8b-b503d0ba1a78,metal,atomic,False,kim,active,['W'],['W']
MO_922363340570,EAM_Dynamo_MendelevBorovikov_2020_FeNiCr__MO_922363340570_000,fece5dab-cb66-4b64-b454-7e8dcba2431a,2019--Mendelev-M-I--Fe-Ni-Cr,6c5d342a-7e25-467f-a234-d937301f6bc4,metal,atomic,False,kim,active,"['Fe', 'Ni', 'Cr']","['Fe', 'Ni', 'Cr']"
MO_923895531627,LJ_Shifted_Bernardes_1958HighCutoff_Kr__MO_923895531627_004,0ed1e106-2ce0-4b9c-8d09-6b1fb0e02f60,1958--Bernardes-N--Kr,e62cbc12-99ba-469b-8d4e-e26ad40cb15a,metal,atomic,False,kim,active,['Kr'],['Kr']
MO_924630542818,EAM_Dynamo_ZhouJohnsonWadley_2004_Co__MO_924630542818_005,1078bd08-928d-4791-9c90-b21cf8d91b1e,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Co,86bc9f81-1601-4a4f-bcc1-f5d7d96c3e9b,metal,atomic,False,kim,active,['Co'],['Co']
MO_924736622203,MEAM_LAMMPS_JeongParkDo_2018_PdFe__MO_924736622203_000,NOT FOUND,,,metal,atomic,False,kim,active,[],[]
MO_931672895580,SNAP_ZuoChenLi_2019_Cu__MO_931672895580_000,16efa045-7660-43f1-b756-f37b280be392,2020--Zuo-Y-Chen-C-Li-X-et-al--Cu-SNAP,cfe7fa8d-7510-4a2e-bf2c-3a3883d84c1c,metal,atomic,False,kim,active,['Cu'],['Cu']
MO_935641703527,MEAM_LAMMPS_KimJeonLee_2015_MgSn__MO_935641703527_000,NOT FOUND,,,metal,atomic,False,kim,active,[],[]
MO_937008984446,MEAM_LAMMPS_EtesamiAsadi_2018_Ni__MO_937008984446_000,NOT FOUND,,,metal,atomic,False,kim,active,[],[]
MO_942420706858,EAM_Dynamo_MendelevHanSrolovitz_2003Potential5_Fe__MO_942420706858_005,d66cb75e-0ccc-4917-aee4-a148ee38812a,2003--Mendelev-M-I-Han-S-Srolovitz-D-J-et-al--Fe-5,3e8333b6-bc3a-470e-99cc-abb8a422403e,metal,atomic,False,kim,active,['Fe'],['Fe']
MO_942551040047,EAM_Dynamo_CaiYe_1996_AlCu__MO_942551040047_005,2ee79664-bf71-40fe-8572-55f3483e7645,1996--Cai-J-Ye-Y-Y--Al-Cu,c6699783-22bb-40e4-8605-e4babb0feb99,metal,atomic,False,kim,active,"['Al', 'Cu']","['Al', 'Cu']"
MO_945018740343,EAM_Mendelev_2019_CuZr__MO_945018740343_000,585c04c9-4292-4a08-b4b8-cfb9ac8e1617,2019--Mendelev-M-I-Sun-Y-Zhang-F-et-al--Cu-Zr,2e5ed18c-5fb4-46e4-ae7a-5f50d9429d95,metal,atomic,False,kim,active,"['Cu', 'Zr']","['Cu', 'Zr']"
MO_945691923444,EAM_Dynamo_MendelevKramerBecker_2008_Cu__MO_945691923444_005,3b3662dd-1f2b-4809-88fe-5e05a65258db,2008--Mendelev-M-I-Kramer-M-J-Becker-C-A-Asta-M--Cu,22c4afdb-5a0c-4541-9634-18f325e1af02,metal,atomic,False,kim,active,['Cu'],['Cu']
MO_946046425752,Exp6_KongChakrabarty_1973_ArNe__MO_946046425752_002,4d6de62c-ee14-4833-9246-492f4129f080,1973--Kong-C-L-Chakrabarty-M-R--Ar-Ne,4891e4ab-3d04-4820-acc3-1fa75d14878d,metal,atomic,False,kim,active,"['Ar', 'Ne']","['Ar', 'Ne']"
MO_946208788356,MEAM_LAMMPS_LeeLee_2014_ZrH__MO_946208788356_000,NOT FOUND,,,metal,atomic,False,kim,active,[],[]
MO_946831081299,EAM_Dynamo_OBrienBarrPrice_2018_PtAu__MO_946831081299_000,4b939b81-ce16-4d0c-bae6-81316f8b0a06,2017--OBrien-C-J-Barr-C-M-Price-P-M-et-al--Pt-Au,702f778d-fe20-45b2-8494-910be7453f48,metal,atomic,False,kim,active,"['Pt', 'Au']","['Pt', 'Au']"
MO_947112899505,EAM_Dynamo_ZhouJohnsonWadley_2004_Ag__MO_947112899505_005,1edf6bff-8783-486a-ab45-e41d14d4651b,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Ag,248c41b3-6861-43d0-876c-e528541b699f,metal,atomic,False,kim,active,['Ag'],['Ag']
MO_950828638160,EAM_Dynamo_ZhouJohnsonWadley_2004NISTretabulation_CuTa__MO_950828638160_000,3f1e128f-6ec9-42b8-a6e1-26b7bb811f3d,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Ta-Cu,f12498d1-1560-4fcf-af65-7ec9934b0b95,metal,atomic,False,kim,active,"['Ta', 'Cu']","['Ta', 'Cu']"
MO_956135237832,DUNN_WenTadmor_2019v2_C__MO_956135237832_000,37224818-d26f-4992-a542-e396b7952ea2,2020--Wen-M-Tadmor-E-B--C-v2,191f9f50-bf2b-40e5-879a-559c90dcbefd,metal,atomic,False,kim,active,['C'],['C']
MO_958395190627,MEAM_LAMMPS_AlmyrasSangiovanniSarakinos_2019_NAlTi__MO_958395190627_000,NOT FOUND,,,metal,atomic,False,kim,active,[],[]
MO_958424213898,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Pb__MO_958424213898_004,c62ecfb3-9465-4933-8cef-ff755f73d0dc,1959--Girifalco-L-A-Weizer-V-G--Pb,4dc4b4ea-0590-4990-930b-03eee8de3c09,metal,atomic,False,kim,active,['Pb'],['Pb']
MO_958932894036,EDIP_JustoBazantKaxiras_1998_Si__MO_958932894036_002,df1f33db-3265-47e0-8ad4-a1a2bca96e39,1998--Justo-J-F-Bazant-M-Z-Kaxiras-E-et-al--Si,a14ac6fc-058d-4f76-bc93-d6d1de1695b9,metal,atomic,False,kim,active,['Si'],['Si']
MO_959249795837,LJ_ElliottAkerson_2015_Universal__MO_959249795837_003,da76eb36-7ca1-421a-bd64-8f6bdd905b15,,,metal,atomic,False,kim,active,"['Ac', 'Ag', 'Al', 'Am', 'Ar', 'As', 'At', 'Au', 'B', 'Ba', 'Be', 'Bh', 'Bi', 'Bk', 'Br', 'C', 'Ca', 'Cd', 'Ce', 'Cf', 'Cl', 'Cm', 'Cn', 'Co', 'Cr', 'Cs', 'Cu', 'Db', 'Ds', 'Dy', 'Er', 'Es', 'Eu', 'F', 'Fe', 'Fl', 'Fm', 'Fr', 'Ga', 'Gd', 'Ge', 'H', 'He', 'Hf', 'Hg', 'Ho', 'Hs', 'I', 'In', 'Ir', 'K', 'Kr', 'La', 'Li', 'Lr', 'Lu', 'Lv', 'Mc', 'Md', 'Mg', 'Mn', 'Mo', 'Mt', 'N', 'Na', 'Nb', 'Nd', 'Ne', 'Nh', 'Ni', 'No', 'Np', 'O', 'Og', 'Os', 'P', 'Pa', 'Pb', 'Pd', 'Pm', 'Po', 'Pr', 'Pt', 'Pu', 'Ra', 'Rb', 'Re', 'Rf', 'Rg', 'Rh', 'Rn', 'Ru', 'S', 'Sb', 'Sc', 'Se', 'Sg', 'Si', 'Sm', 'Sn', 'Sr', 'Ta', 'Tb', 'Tc', 'Te', 'Th', 'Ti', 'Tl', 'Tm', 'Ts', 'U', 'V', 'W', 'Xe', 'Y', 'Yb', 'Zn', 'Zr', 'toy']","['Ac', 'Ag', 'Al', 'Am', 'Ar', 'As', 'At', 'Au', 'B', 'Ba', 'Be', 'Bh', 'Bi', 'Bk', 'Br', 'C', 'Ca', 'Cd', 'Ce', 'Cf', 'Cl', 'Cm', 'Cn', 'Co', 'Cr', 'Cs', 'Cu', 'Db', 'Ds', 'Dy', 'Er', 'Es', 'Eu', 'F', 'Fe', 'Fl', 'Fm', 'Fr', 'Ga', 'Gd', 'Ge', 'H', 'He', 'Hf', 'Hg', 'Ho', 'Hs', 'I', 'In', 'Ir', 'K', 'Kr', 'La', 'Li', 'Lr', 'Lu', 'Lv', 'Mc', 'Md', 'Mg', 'Mn', 'Mo', 'Mt', 'N', 'Na', 'Nb', 'Nd', 'Ne', 'Nh', 'Ni', 'No', 'Np', 'O', 'Og', 'Os', 'P', 'Pa', 'Pb', 'Pd', 'Pm', 'Po', 'Pr', 'Pt', 'Pu', 'Ra', 'Rb', 'Re', 'Rf', 'Rg', 'Rh', 'Rn', 'Ru', 'S', 'Sb', 'Sc', 'Se', 'Sg', 'Si', 'Sm', 'Sn', 'Sr', 'Ta', 'Tb', 'Tc', 'Te', 'Th', 'Ti', 'Tl', 'Tm', 'Ts', 'U', 'V', 'W', 'Xe', 'Y', 'Yb', 'Zn', 'Zr', 'toy']"
MO_960699513424,EAM_Dynamo_ChamatiPapanicolaouMishin_2006_Fe__MO_960699513424_000,a247aab8-05d8-49ec-bb97-88fde8de10ad,2006--Chamati-H-Papanicolaou-N-I-Mishin-Y-Papaconstantopoulos-D-A--Fe,3837b6da-05c4-4148-97cd-90b26a2092df,metal,atomic,False,kim,active,['Fe'],['Fe']
MO_964297938209,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Sr__MO_964297938209_004,154f309a-b319-4218-84d2-e9683ecfb396,1959--Girifalco-L-A-Weizer-V-G--Sr,bcff1447-1cee-4672-a6b1-b61d299cb69a,metal,atomic,False,kim,active,['Sr'],['Sr']
MO_966254629593,LJ_Shifted_Bernardes_1958HighCutoff_Ne__MO_966254629593_004,39ecda8c-1765-484e-b063-b4ee8b0ccdbd,1958--Bernardes-N--Ne,90c2411b-6b91-41a9-a562-7544e1bea780,metal,atomic,False,kim,active,['Ne'],['Ne']
MO_971845881377,TIDP_RajanWarnerCurtin_2016E_User01__MO_971845881377_001,61eef462-eeb4-42f5-b952-7d87788de365,2016--Rajan-V-P-Warner-D-H-Curtin-W-A--fictional-toy-e,919d67bd-d3d3-4158-86d8-59e6af2c1efb,metal,atomic,False,kim,active,['toy'],['toy']
MO_977363131043,EAM_Dynamo_AcklandTichyVitek_1987_Ni__MO_977363131043_005,582a950e-66f9-486b-a617-b6bc3923c08b,1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni,6fbc40e6-1388-4988-87d5-88805b1b3690,metal,atomic,False,kim,active,['Ni'],['Ni']
MO_984281096460,LJ_Shifted_Bernardes_1958MedCutoff_Kr__MO_984281096460_004,f04b0d49-ede0-4f24-831f-119b1bd2438c,1958--Bernardes-N--Kr,e62cbc12-99ba-469b-8d4e-e26ad40cb15a,metal,atomic,False,kim,active,['Kr'],['Kr']
MO_984358344196,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Fe__MO_984358344196_004,a43356b0-89c4-41a7-821c-714f2b917180,1959--Girifalco-L-A-Weizer-V-G--Fe,e58e0b6d-17dd-447e-8bf3-57fb013706d2,metal,atomic,False,kim,active,['Fe'],['Fe']
MO_987541074959,EMT_Asap_MetalGlass_PaduraruKenoufiBailey_2007_CuZr__MO_987541074959_001,ae436ece-e774-4a52-a2ad-5fdca0d7cc11,2007--Paduraru-A-Kenoufi-A-Bailey-N-P-Schiotz-J--Cu-Zr,d05c1f39-89ef-47c7-b263-7bf0145b36ac,metal,atomic,False,kim,active,"['Cu', 'Zr']","['Cu', 'Zr']"
MO_988703794028,EAM_Dynamo_ZhouJohnsonWadley_2004NISTretabulation_Pb__MO_988703794028_000,0cf56710-0492-4b36-b2ca-a01dac5db5ba,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Pb,1c592eb1-3cdd-4090-aa0b-e7246f7d5f91,metal,atomic,False,kim,active,['Pb'],['Pb']
MO_993644691224,EAM_Dynamo_ZhouJohnsonWadley_2004NISTretabulation_Pd__MO_993644691224_000,2b10dcab-b59a-44b8-93e4-470f33f987c0,2004--Zhou-X-W-Johnson-R-A-Wadley-H-N-G--Pd,5ea5dd6c-a901-4acd-b036-9c33a0acd5b0,metal,atomic,False,kim,active,['Pd'],['Pd']
MO_995724792024,LJ_Shifted_Bernardes_1958LowCutoff_Kr__MO_995724792024_004,be07eb49-d6fd-4677-8a6a-6ee6a764fbac,1958--Bernardes-N--Kr,e62cbc12-99ba-469b-8d4e-e26ad40cb15a,metal,atomic,False,kim,active,['Kr'],['Kr']
MO_999198119251,MEAM_LAMMPS_Lenosky_2017_W__MO_999198119251_000,NOT FOUND,,,metal,atomic,False,kim,active,[],[]
MO_999639780744,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Cs__MO_999639780744_004,a6b1f0b6-f679-4354-9743-1aea1af29a52,1959--Girifalco-L-A-Weizer-V-G--Cs,8d561d50-26d9-43d6-822a-e95a4be93436,metal,atomic,False,kim,active,['Cs'],['Cs']
