name,key,id,sourcename,sourcelink,crystalfamily,natypes,symbols,composition,a,b,c,alpha,beta,gamma,natoms
mp-1,0c58de9f-79b4-41bd-91d1-c732fd91fbb4,mp-1,Materials Project,https://materialsproject.org/,cubic,1.0,['Cs'],Cs,6.1475702046347,6.1475702046347,6.1475702046347,90.0,90.0,90.0,2.0
mp-10,295c5cd4-3f9f-4663-afdc-a04b55d15534,mp-10,Materials Project,https://materialsproject.org/,cubic,1.0,['As'],As,2.7375107628286,2.7375107628286,2.7375107628286,90.0,90.0,90.0,1.0
mp-1001011,418ee76f-0304-4b73-8f96-df0e91a1728d,mp-1001011,Materials Project,https://materialsproject.org/,cubic,2.0,"['O', 'Ta']",O3Ta,7.9180432229549,7.9180432229549,7.9180432229549,90.0,90.0,90.0,32.0
mp-1001080,c95c06db-1feb-41b1-9b28-c0de3e8e45f5,mp-1001080,Materials Project,https://materialsproject.org/,orthorhombic,3.0,"['C', 'H', 'O']",CH2O3,6.7121360173642,6.7232431167832,6.58336481,90.0,90.0,90.0,24.0
mp-1001113,4103f637-7118-4591-9a8f-f27672b3e440,mp-1001113,Materials Project,https://materialsproject.org/,orthorhombic,1.0,['Si'],Si,3.2623998,9.4332684880864,3.99175332,90.0,90.0,90.0,8.0
mp-1001570,df8d8595-e860-4461-afd9-8bd9c1e24f8d,mp-1001570,Materials Project,https://materialsproject.org/,tetragonal,1.0,['H'],H,4.4567880046094,4.4567880046094,3.147888003341,90.0,90.0,90.0,4.0
mp-1001594,b9393c6e-ee6f-4253-8764-8c4565bce9c7,mp-1001594,Materials Project,https://materialsproject.org/,hexagonal,2.0,"['C', 'O']",C4O3,14.854259584245,14.854259584244392,18.144583826708,90.0,90.0,120.00000000000094,252.0
mp-1002069,42c22f0a-b71b-47c3-9765-60156d7f65dd,mp-1002069,Materials Project,https://materialsproject.org/,tetragonal,4.0,"['Cl', 'I', 'Li', 'Na']",ClILiNa,4.09163556,4.09163556,6.21534386,90.0,90.0,90.0,4.0
mp-1002080,c98784c6-08da-404c-8e18-e8bc68fe105c,mp-1002080,Materials Project,https://materialsproject.org/,tetragonal,4.0,"['Cl', 'Cs', 'I', 'Li']",ClCsILi,4.62862351,4.62862351,7.60598735,90.0,90.0,90.0,4.0
mp-1002081,f4b7258e-6ae8-404c-b4bc-cdb71d97ca48,mp-1002081,Materials Project,https://materialsproject.org/,tetragonal,4.0,"['Cl', 'I', 'K', 'Na']",ClIKNa,4.51039977,4.51039977,6.81906434,90.0,90.0,90.0,4.0
mp-1002083,7e2b8651-1f2e-480b-9611-a54e6fd55587,mp-1002083,Materials Project,https://materialsproject.org/,tetragonal,4.0,"['Cl', 'Cs', 'I', 'K']",ClCsIK,4.9911131,4.9911131,7.50941923,90.0,90.0,90.0,4.0
mp-10021,cc3a3594-5010-4c49-924e-e7312bf6c710,mp-10021,Materials Project,https://materialsproject.org/,orthorhombic,1.0,['Ga'],Ga,2.75358798,8.8976216126396,3.10261796,90.0,90.0,90.0,4.0
mp-1002206,f7d40639-0127-4423-86e8-a9b73413e9f0,mp-1002206,Materials Project,https://materialsproject.org/,cubic,2.0,"['C', 'Si']",CSi,4.0582826050468,4.0582826050468,4.0582826050468,90.0,90.0,90.0,8.0
mp-10024,b2661372-fb2c-4787-8561-aa5cf96420a5,mp-10024,Materials Project,https://materialsproject.org/,cubic,1.0,['Ce'],Ce,3.7759513132403,3.7759513132403,3.7759513132403,90.0,90.0,90.0,2.0
mp-10048,068c5966-e001-4674-a577-4dd0218acc4c,mp-10048,Materials Project,https://materialsproject.org/,orthorhombic,2.0,"['As', 'Ga']",AsGa,2.71070352,2.71933289,5.46394569,90.0,90.0,90.0,2.0
mp-1005,22668e41-9521-42ea-9e9f-9779b45c72e4,mp-1005,Materials Project,https://materialsproject.org/,orthorhombic,2.0,"['Fe', 'P']",FeP,3.05259005,5.14800165,5.75913829,90.0,90.0,90.0,8.0
mp-10064,bf2d337c-1b22-429c-8dc8-f9d6f5b85e8e,mp-10064,Materials Project,https://materialsproject.org/,cubic,2.0,"['O', 'Si']",O2Si,4.5828324864598,4.5828324864598,4.5828324864598,90.0,90.0,90.0,12.0
mp-1006883,4161c81a-f91d-4858-a728-23d1f76040b9,mp-1006883,Materials Project,https://materialsproject.org/,cubic,2.0,"['Co', 'Ni']",CoNi,2.80219301,2.80219301,2.80219301,90.0,90.0,90.0,2.0
mp-1007760,146d0b25-3da3-4e5f-8385-7b7fa26751fd,mp-1007760,Materials Project,https://materialsproject.org/,hexagonal,1.0,['Ge'],Ge,4.04997407,4.049974070000038,6.68395714,90.0,90.0,119.99999999999969,4.0
mp-1007761,a2bdef06-b9b7-4b73-9bb3-9f35a6672d8d,mp-1007761,Materials Project,https://materialsproject.org/,hexagonal,2.0,"['H', 'W']",HW,2.94895841,2.9489584100000292,4.7652039,90.0,90.0,119.99999999999966,4.0
mp-1007824,9d558ca2-a294-43c9-b2ed-47a419e1b999,mp-1007824,Materials Project,https://materialsproject.org/,hexagonal,2.0,"['Ga', 'N']",GaN,3.204433055,3.2044330550000195,8.47450922,90.0,90.0,119.99999999999982,4.0
mp-1007852,98ddd7c7-c970-4567-9efe-510424d7749a,mp-1007852,Materials Project,https://materialsproject.org/,cubic,2.0,"['Co', 'Fe']",Co3Fe,3.54181195,3.54181195,3.54181195,90.0,90.0,90.0,4.0
mp-1007853,1da4a421-d573-48df-aed0-3d4076b3b6f5,mp-1007853,Materials Project,https://materialsproject.org/,cubic,2.0,"['Fe', 'Ni']",Fe3Ni,5.7054186826355,5.7054186826355,5.7054186826355,90.0,90.0,90.0,16.0
mp-1007854,9f6c5207-580d-4082-b8a4-7b34beaabd62,mp-1007854,Materials Project,https://materialsproject.org/,cubic,2.0,"['Fe', 'Ni']",FeNi3,5.6304483225563,5.6304483225563,5.6304483225563,90.0,90.0,90.0,16.0
mp-1007855,15dc725a-773f-47e5-9198-b774c61ab81e,mp-1007855,Materials Project,https://materialsproject.org/,tetragonal,2.0,"['Fe', 'Ni']",FeNi3,3.53395852,3.53395852,7.0791836341737,90.0,90.0,90.0,8.0
mp-1007857,3a044129-ec9d-40f0-af61-2a3293f790b9,mp-1007857,Materials Project,https://materialsproject.org/,orthorhombic,1.0,['Ga'],Ga,4.1168777381232,4.6621311979491,7.92118794,90.0,90.0,90.0,8.0
mp-1007862,f81a9ad8-05bf-4e6f-a0c1-ad65101dedde,mp-1007862,Materials Project,https://materialsproject.org/,tetragonal,2.0,"['Fe', 'Ni']",Fe3Ni,3.52741212,3.52741212,7.4612373843894,90.0,90.0,90.0,8.0
mp-1007923,e4639208-21b3-42b6-9eb6-8d35121ff476,mp-1007923,Materials Project,https://materialsproject.org/,tetragonal,2.0,"['Cr', 'Ni']",CrNi3,3.50109247,3.50109247,7.1503514548444,90.0,90.0,90.0,8.0
mp-1007974,68075b5f-a225-4f4c-a724-1dd57f2a152d,mp-1007974,Materials Project,https://materialsproject.org/,cubic,2.0,"['Cr', 'Ni']",CrNi3,3.54601149,3.54601149,3.54601149,90.0,90.0,90.0,4.0
mp-1007975,378fbde2-83e8-4090-9f71-d63024458adc,mp-1007975,Materials Project,https://materialsproject.org/,cubic,2.0,"['Cr', 'Ni']",CrNi3,5.6362244657198,5.6362244657198,5.6362244657198,90.0,90.0,90.0,16.0
mp-1007976,dd8ee8bc-dd79-46a1-ab6f-d984cdb9547a,mp-1007976,Materials Project,https://materialsproject.org/,orthorhombic,1.0,['Cs'],Cs,5.37425628,8.68767846,10.3834501,90.0,90.0,90.0,4.0
mp-1008275,291787ab-de7a-483a-a38b-84be9b8be436,mp-1008275,Materials Project,https://materialsproject.org/,cubic,2.0,"['Cr', 'Ni']",Cr3Ni,5.7598660037818,5.7598660037818,5.7598660037818,90.0,90.0,90.0,16.0
mp-1008278,7419f6fe-9c32-4ece-9098-83787d3c9fd2,mp-1008278,Materials Project,https://materialsproject.org/,cubic,2.0,"['Cr', 'Ni']",Cr3Ni,3.56927088,3.56927088,3.56927088,90.0,90.0,90.0,4.0
mp-1008280,e588ffde-20bc-40d1-a8c2-bbb3e85a2801,mp-1008280,Materials Project,https://materialsproject.org/,cubic,2.0,"['Co', 'Cr']",Co3Cr,3.481515,3.481515,3.481515,90.0,90.0,90.0,4.0
mp-1008282,13ca8998-e7f2-4009-ac32-37ca056660e4,mp-1008282,Materials Project,https://materialsproject.org/,cubic,2.0,"['Cr', 'Fe']",Cr3Fe,5.7055117803143,5.7055117803143,5.7055117803143,90.0,90.0,90.0,16.0
mp-1008284,54a57811-ea7b-4d5e-ba54-53d5e4783006,mp-1008284,Materials Project,https://materialsproject.org/,tetragonal,2.0,"['Cr', 'Ni']",Cr3Ni,3.58256925,3.58256925,7.1420670611482,90.0,90.0,90.0,8.0
mp-1008285,82fd9194-cff1-4a71-be11-8ded03a67bdc,mp-1008285,Materials Project,https://materialsproject.org/,cubic,2.0,"['Cr', 'Fe']",Cr3Fe,3.57354583,3.57354583,3.57354583,90.0,90.0,90.0,4.0
mp-1008349,7af85d47-0fa0-4ddf-b371-f75af1d925d1,mp-1008349,Materials Project,https://materialsproject.org/,cubic,2.0,"['Co', 'Ni']",Co3Ni,3.51407068,3.51407068,3.51407068,90.0,90.0,90.0,4.0
mp-1008374,0a888cf3-d3a3-4dcd-8cf3-d4739ea5e986,mp-1008374,Materials Project,https://materialsproject.org/,orthorhombic,1.0,['C'],C,2.70156816,7.8211211402341,2.51200063,90.0,90.0,90.0,8.0
mp-1008394,ca056656-fc52-406e-a67c-ab37e7ae96de,mp-1008394,Materials Project,https://materialsproject.org/,orthorhombic,1.0,['Cl'],Cl,4.26362852,7.6735095588158,8.60152474,90.0,90.0,90.0,8.0
mp-1008395,70d71379-e816-4e2e-abcf-e9ce855225d7,mp-1008395,Materials Project,https://materialsproject.org/,tetragonal,1.0,['C'],C,4.379214246241,4.379214246241,2.51466375,90.0,90.0,90.0,8.0
mp-1008471,a668f3fe-711d-407a-b344-355789a9496c,mp-1008471,Materials Project,https://materialsproject.org/,orthorhombic,2.0,"['Cd', 'Te']",CdTe,5.9462309439254,7.0378683246867,5.77650578,90.0,90.0,90.0,8.0
mp-1008492,a0a89dfe-ba2a-4e54-80aa-6f524227ab4b,mp-1008492,Materials Project,https://materialsproject.org/,orthorhombic,2.0,"['Br', 'Cl']",BrCl,4.9275168220953,7.877745343912,7.81070107,90.0,90.0,90.0,8.0
mp-1008501,c6d6dfe0-44db-467c-a616-79b41274f9a6,mp-1008501,Materials Project,https://materialsproject.org/,tetragonal,1.0,['Be'],Be,3.746814155,3.746814155,2.28127959,90.0,90.0,90.0,4.0
mp-1008523,320766bd-0d59-40ee-ac4a-fae7e926118f,mp-1008523,Materials Project,https://materialsproject.org/,tetragonal,3.0,"['B', 'C', 'N']",BC2N,2.56858122,2.56858122,3.6756264,90.0,90.0,90.0,4.0
mp-1008525,a8b3b4fb-c219-48b6-83f6-de1c68b58308,mp-1008525,Materials Project,https://materialsproject.org/,hexagonal,3.0,"['B', 'C', 'N']",B2CN,2.5847729008177,2.5847729008176548,13.182205292622,90.0,90.0,119.9999999999993,12.0
mp-1008526,934b1f69-0190-4713-aae6-d9fbd6c5b9af,mp-1008526,Materials Project,https://materialsproject.org/,hexagonal,3.0,"['B', 'C', 'N']",B2CN,2.57053739,2.5705373899999593,4.44096026,90.0,90.0,120.00000000000054,4.0
mp-1008527,a6b17664-3147-4b61-b70b-154ac63a9014,mp-1008527,Materials Project,https://materialsproject.org/,tetragonal,3.0,"['B', 'C', 'N']",B2CN,2.52546105,2.52546105,3.96827054,90.0,90.0,90.0,4.0
mp-1008555,c26d7535-a105-4091-a9b0-fee4e87455d6,mp-1008555,Materials Project,https://materialsproject.org/,cubic,2.0,"['Al', 'Cu']",AlCu3,3.6714807,3.6714807,3.6714807,90.0,90.0,90.0,4.0
mp-1008634,7b95fc56-1432-45f4-99b6-f9f7923c3193,mp-1008634,Materials Project,https://materialsproject.org/,hexagonal,1.0,['Au'],Au,2.93811379,2.9381137900000196,4.87883416,90.0,90.0,119.99999999999979,2.0
mp-1008669,70a6a675-71ff-4788-9a27-062dfca5b909,mp-1008669,Materials Project,https://materialsproject.org/,cubic,1.0,['U'],U,4.442351273635,4.442351273635,4.442351273635,90.0,90.0,90.0,4.0
mp-1008677,c58c538c-7c30-4d3d-8c02-861ac6a4bed9,mp-1008677,Materials Project,https://materialsproject.org/,cubic,2.0,"['O', 'Ti']",O2Ti,4.8399999986666,4.8399999986666,4.8399999986666,90.0,90.0,90.0,12.0
mp-1008728,92705688-5cbb-4b8e-8782-fe0f9e8aa570,mp-1008728,Materials Project,https://materialsproject.org/,cubic,1.0,['Ni'],Ni,2.7905322979826,2.7905322979826,2.7905322979826,90.0,90.0,90.0,2.0
mp-1008733,17b8c6c4-6d95-43ee-b365-b428c246d2f1,mp-1008733,Materials Project,https://materialsproject.org/,hexagonal,1.0,['Ge'],Ge,2.99112355,2.9911235500000055,5.00338629,90.0,90.0,119.99999999999994,2.0
mp-1008753,390f2205-a40b-4bb6-bb56-70f8639f04b6,mp-1008753,Materials Project,https://materialsproject.org/,cubic,2.0,"['Al', 'Ti']",AlTi2,6.3100000010082,6.3100000010082,6.3100000010082,90.0,90.0,90.0,12.0
mp-1008901,b5804920-189e-4d27-978b-411f332f0089,mp-1008901,Materials Project,https://materialsproject.org/,cubic,2.0,"['H', 'Mg']",H2Mg,4.7621349979836,4.7621349979836,4.7621349979836,90.0,90.0,90.0,12.0
mp-1009009,2f0e68fd-84aa-44b4-9834-92cf9dff4238,mp-1009009,Materials Project,https://materialsproject.org/,cubic,2.0,"['F', 'Li']",FLi,2.55953322,2.55953322,2.55953322,90.0,90.0,90.0,2.0
mp-1009490,d489ac52-633e-4002-9963-cbb3eef92cc6,mp-1009490,Materials Project,https://materialsproject.org/,monoclinic,1.0,['O'],O,4.7247405406638,4.7297468728636,4.625977940000014,90.0,115.7116725878666,90.0,4.0
mp-1009757,5224cc30-a72d-459d-8533-c68040147dd5,mp-1009757,Materials Project,https://materialsproject.org/,orthorhombic,1.0,['Se'],Se,2.82341481,8.7899825779624,4.64222609,90.0,90.0,90.0,4.0
mp-1009818,4c498736-b588-4706-984c-ddbb7386f19b,mp-1009818,Materials Project,https://materialsproject.org/,tetragonal,2.0,"['C', 'N']",CN2,2.469,2.469,5.9910000051356,90.0,90.0,90.0,6.0
mp-1010048,ce997655-d660-4896-9494-27438dc93b9f,mp-1010048,Materials Project,https://materialsproject.org/,tetragonal,1.0,['Br'],Br,2.87439785,2.87439785,8.7601404746566,90.0,90.0,90.0,2.0
mp-1010071,c0bf27da-8b30-4d6b-af56-99ef4f3efe28,mp-1010071,Materials Project,https://materialsproject.org/,cubic,2.0,"['Co', 'Cr']",CoCr,2.85120542,2.85120542,2.85120542,90.0,90.0,90.0,2.0
mp-1010136,3ec39f3f-4aba-414d-9fe0-329b35c3b067,mp-1010136,Materials Project,https://materialsproject.org/,tetragonal,1.0,['Cu'],Cu,2.9376395357186,2.9376395357186,2.7520463357338,90.0,90.0,90.0,2.0
mp-1012110,5c0218f8-d22e-48bc-a35f-2332b989e871,mp-1012110,Materials Project,https://materialsproject.org/,orthorhombic,1.0,['Cs'],Cs,5.35440488,8.73184912,10.02203742,90.0,90.0,90.0,4.0
mp-1012640,e851ec16-a33f-4ece-b63a-96d7a6e236e6,mp-1012640,Materials Project,https://materialsproject.org/,monoclinic,4.0,"['Co', 'Cr', 'Fe', 'Ni']",CoCrFeNi,4.37046988,4.01256633,5.040230530000032,90.0,90.36934924999998,90.0,8.0
mp-1014013,35b29ff3-a8bb-4f8d-aa4d-8d54f3de59e0,mp-1014013,Materials Project,https://materialsproject.org/,orthorhombic,1.0,['P'],P,3.2999177,4.60092613,35.2355886,90.0,90.0,90.0,4.0
mp-1014111,20e6f6f2-7bc8-46fa-b580-18346e75616e,mp-1014111,Materials Project,https://materialsproject.org/,triclinic,1.0,['Ni'],Ni,2.4164333650568,2.4164977411131443,13.515346575992519,90.88160229427558,90.05129184245804,119.98890899112457,2.0
mp-1014212,221cca16-d5a1-4f97-a7d7-554f3f37fa33,mp-1014212,Materials Project,https://materialsproject.org/,cubic,1.0,['Si'],Si,3.0778184202217,3.0778184202217,3.0778184202217,90.0,90.0,90.0,2.0
mp-1014214,fe9618a6-d899-423c-b493-340bfe96abca,mp-1014214,Materials Project,https://materialsproject.org/,cubic,2.0,"['C', 'N']",C3N,3.31828768,3.31828768,3.31828768,90.0,90.0,90.0,4.0
mp-1014236,50ad9b9c-1579-492c-9277-83b58a6df618,mp-1014236,Materials Project,https://materialsproject.org/,triclinic,2.0,"['Ag', 'O']",Ag2O,4.23912429,5.173535490000024,8.525485930282947,79.09707984751283,78.29494124931632,67.67003856000038,9.0
mp-1014281,8c41f8b4-efd1-4eb6-acb4-006b5981e675,mp-1014281,Materials Project,https://materialsproject.org/,orthorhombic,2.0,"['C', 'N']",C3N,6.58901223,8.1302085506118,2.39343212,90.0,90.0,90.0,8.0
mp-1014286,502964f5-86fb-40ea-9d09-a27220472b26,mp-1014286,Materials Project,https://materialsproject.org/,hexagonal,2.0,"['C', 'N']",C3N,3.74649059,3.746490589999957,6.42617974,90.0,90.0,120.00000000000037,8.0
mp-1014287,6f1676b8-6e6d-445b-8d55-4a8e6a55ec22,mp-1014287,Materials Project,https://materialsproject.org/,tetragonal,2.0,"['C', 'N']",C3N,3.3843043,3.3843043,6.14226677,90.0,90.0,90.0,8.0
mp-1014296,9c41b7ba-61eb-4641-bb31-6189cb6f20a3,mp-1014296,Materials Project,https://materialsproject.org/,orthorhombic,2.0,"['C', 'N']",C3N,2.4319702990205,4.2126406586883,13.45298648,90.0,90.0,90.0,16.0
mp-1014297,74d320d2-5365-4956-8ad8-299038ad894a,mp-1014297,Materials Project,https://materialsproject.org/,cubic,2.0,"['C', 'N']",C3N,5.91554563,5.91554563,5.91554563,90.0,90.0,90.0,16.0
mp-1014298,28dd7e65-e31f-48a1-9ab5-e9ffc9aa9ca0,mp-1014298,Materials Project,https://materialsproject.org/,orthorhombic,2.0,"['C', 'N']",C3N,2.3761770818331,6.777516004503,4.72244142,90.0,90.0,90.0,8.0
mp-1014311,ec3b4a15-8b87-444f-b6b7-52970b0b9788,mp-1014311,Materials Project,https://materialsproject.org/,cubic,2.0,"['C', 'N']",C3N,4.7806382571067,4.7806382571067,4.7806382571067,90.0,90.0,90.0,16.0
mp-1014316,40c01d24-a14c-4222-ade9-12c400b45876,mp-1014316,Materials Project,https://materialsproject.org/,cubic,2.0,"['C', 'N']",C3N,3.1126944,3.1126944,3.1126944,90.0,90.0,90.0,4.0
mp-1014324,243deb55-f6ea-49b3-8767-b568e2c8d9c1,mp-1014324,Materials Project,https://materialsproject.org/,orthorhombic,2.0,"['C', 'N']",C3N,3.3453856,6.8366599,7.55707388,90.0,90.0,90.0,16.0
mp-1014332,05ba1337-624e-48e4-99c7-4f3f4c8d4b3e,mp-1014332,Materials Project,https://materialsproject.org/,tetragonal,2.0,"['C', 'N']",C3N,7.4209798,7.4209798,6.09131944,90.0,90.0,90.0,32.0
mp-1014333,6c34cb21-5021-44dd-962f-242984d0f22d,mp-1014333,Materials Project,https://materialsproject.org/,orthorhombic,2.0,"['C', 'N']",C3N,4.32507127,4.77556746,9.12560413,90.0,90.0,90.0,16.0
mp-10157,64c97bf8-62ee-4379-94f1-4a063b6bcd3a,mp-10157,Materials Project,https://materialsproject.org/,cubic,1.0,['K'],K,6.6557339024455,6.6557339024455,6.6557339024455,90.0,90.0,90.0,4.0
mp-1016216,288eb8a4-1e14-41a6-bef9-d16e4b22065c,mp-1016216,Materials Project,https://materialsproject.org/,orthorhombic,2.0,"['Mg', 'Si']",Mg3Si,3.12725061,4.9351922,5.196336687432,90.0,90.0,90.0,4.0
mp-1016224,4cbabaa7-a448-46ed-90cf-2fd96cb7f839,mp-1016224,Materials Project,https://materialsproject.org/,orthorhombic,2.0,"['Cu', 'Mg']",CuMg3,3.05637184,4.75841253,5.1866475742075,90.0,90.0,90.0,4.0
mp-1016233,0f1a30cf-98bf-47bd-b958-34b4a3f013f9,mp-1016233,Materials Project,https://materialsproject.org/,orthorhombic,2.0,"['Al', 'Mg']",AlMg3,3.15716765,4.97518245,5.3748337479806,90.0,90.0,90.0,4.0
mp-1016243,11cda823-a4af-4905-88ea-c365b7e4d6eb,mp-1016243,Materials Project,https://materialsproject.org/,orthorhombic,2.0,"['Mg', 'Zn']",Mg3Zn,3.0947832,4.99536141,5.2984400484219,90.0,90.0,90.0,4.0
mp-1016260,54727088-2fb4-42ba-a428-4d896070d95d,mp-1016260,Materials Project,https://materialsproject.org/,orthorhombic,2.0,"['Fe', 'Mg']",FeMg3,2.93339129,4.66956787,5.1488216355177,90.0,90.0,90.0,4.0
mp-1016271,4abd68fc-e910-4a37-a84b-a5d68d8d277e,mp-1016271,Materials Project,https://materialsproject.org/,hexagonal,2.0,"['Al', 'Mg']",AlMg7,6.31781341,6.3178134100000065,5.08186845,90.0,90.0,119.99999999999997,8.0
mp-1016279,e4671b1c-3dad-402a-b120-dd81c2ca3ae5,mp-1016279,Materials Project,https://materialsproject.org/,hexagonal,2.0,"['Mg', 'Zn']",Mg7Zn,6.29668238,6.296682380000035,5.05998662,90.0,90.0,119.99999999999982,8.0
mp-1016285,cc38f9fc-a156-4c57-af77-6bcf8ae17a1e,mp-1016285,Materials Project,https://materialsproject.org/,hexagonal,2.0,"['Cu', 'Mg']",CuMg7,6.196709815,6.196709815000028,5.01070077,90.0,90.0,119.99999999999986,8.0
mp-1016317,0cb17fbc-7290-40d9-b546-8f1eeb0537da,mp-1016317,Materials Project,https://materialsproject.org/,hexagonal,2.0,"['Fe', 'Mg']",FeMg7,6.13017908,6.130179079999984,4.90889333,90.0,90.0,120.0000000000001,8.0
mp-1016319,d9a30fe6-5879-4702-9d3b-234007789d13,mp-1016319,Materials Project,https://materialsproject.org/,hexagonal,2.0,"['Mg', 'Si']",Mg7Si,6.263135255,6.263135254999976,4.99934875,90.0,90.0,120.00000000000011,8.0
mp-10172,6c02d5a3-c0a5-420f-be46-21ba64dbf6b5,mp-10172,Materials Project,https://materialsproject.org/,hexagonal,1.0,['Na'],Na,3.75941714,3.759417139999966,6.06497714,90.0,90.0,120.00000000000031,2.0
mp-10173,27198212-6137-49e8-b5ef-cd45f21f93bc,mp-10173,Materials Project,https://materialsproject.org/,hexagonal,1.0,['Li'],Li,3.07753873,3.077538730000001,4.92294701,90.0,90.0,119.99999999999999,2.0
mp-1017511,001abded-47f1-426e-9b7f-398995d55542,mp-1017511,Materials Project,https://materialsproject.org/,tetragonal,2.0,"['Cr', 'Fe']",Cr3Fe,3.53504537,3.53504537,7.3435096643822,90.0,90.0,90.0,8.0
mp-1017534,40e7a11a-5a3b-4046-a5ee-41a1442f9c41,mp-1017534,Materials Project,https://materialsproject.org/,tetragonal,3.0,"['Cd', 'Se', 'Zn']",CdSe2Zn,4.21732806,4.21732806,5.99646512,90.0,90.0,90.0,4.0
mp-1017981,d236211f-3767-4233-a05c-b2220e0a3373,mp-1017981,Materials Project,https://materialsproject.org/,cubic,1.0,['Hg'],Hg,3.9310184904871,3.9310184904871,3.9310184904871,90.0,90.0,90.0,2.0
mp-1018029,197875a7-268b-478e-944f-82a02b57f2b4,mp-1018029,Materials Project,https://materialsproject.org/,cubic,2.0,"['Cu', 'Pd']",CuPd,3.0181307,3.0181307,3.0181307,90.0,90.0,90.0,2.0
mp-1018045,33b6f724-ce50-495b-9059-bac3b23fc378,mp-1018045,Materials Project,https://materialsproject.org/,orthorhombic,1.0,['Rb'],Rb,4.99149791,17.549820815236,17.62968628178,90.0,90.0,90.0,16.0
mp-1018067,1318259b-7256-4350-91b2-cf8155ff96c1,mp-1018067,Materials Project,https://materialsproject.org/,cubic,2.0,"['Cr', 'Fe']",CrFe3,5.6689999963987,5.6689999963987,5.6689999963987,90.0,90.0,90.0,16.0
mp-1018081,753c4c22-06c0-4aaf-9c1b-ffc5c9af9fa6,mp-1018081,Materials Project,https://materialsproject.org/,cubic,2.0,"['Cr', 'Fe']",CrFe3,3.56402977,3.56402977,3.56402977,90.0,90.0,90.0,4.0
mp-1018088,aded717d-e122-493a-b5fc-d4128adf950d,mp-1018088,Materials Project,https://materialsproject.org/,cubic,1.0,['C'],C,4.1237478653534,4.1237478653534,4.1237478653534,90.0,90.0,90.0,8.0
mp-1018101,b211912b-28f4-46f4-a754-5ea17a0d91c4,mp-1018101,Materials Project,https://materialsproject.org/,cubic,2.0,"['Al', 'Co']",AlCo3,3.57494811,3.57494811,3.57494811,90.0,90.0,90.0,4.0
mp-1018134,e00c99a0-af2b-46e0-a7c8-4be55306a19e,mp-1018134,Materials Project,https://materialsproject.org/,hexagonal,1.0,['Li'],Li,3.0637654108457,3.0637654108457735,22.266175546988,90.0,90.0,120.0000000000003,9.0
mp-1018179,f41394c9-1517-450c-9161-dad5eaf60ef7,mp-1018179,Materials Project,https://materialsproject.org/,tetragonal,2.0,"['Al', 'Au']",AlAu2,3.3710060020226,3.3710060020226,8.970518006269218,90.0,90.0,90.0,6.0
mp-1018649,239dca9c-a683-4a1b-9c9d-77b7096ca7cd,mp-1018649,Materials Project,https://materialsproject.org/,hexagonal,2.0,"['B', 'C']",BC5,2.55155152,2.551551520000002,6.39965655,90.0,90.0,119.99999999999997,6.0
mp-1018655,766c320b-cef7-40e6-bd19-214041ee0bfe,mp-1018655,Materials Project,https://materialsproject.org/,hexagonal,2.0,"['C', 'N']",CN2,2.362999985,2.362999984999959,10.686,90.0,90.0,120.00000000000057,6.0
mp-1018659,a0d6490d-85a3-42a3-b0a5-f27c09469904,mp-1018659,Materials Project,https://materialsproject.org/,hexagonal,2.0,"['Ce', 'O']",CeO2,3.832756175,3.8327561750000214,5.86672894,90.0,90.0,119.99999999999982,6.0
mp-1018664,de90ec6d-4b00-45c8-acb7-6c680806889c,mp-1018664,Materials Project,https://materialsproject.org/,tetragonal,2.0,"['Ce', 'O']",CeO2,5.13465749,5.13465749,3.63642045,90.0,90.0,90.0,6.0
mp-1018722,ec467f67-718a-42b0-bb72-2fe4d544449a,mp-1018722,Materials Project,https://materialsproject.org/,hexagonal,2.0,"['Hg', 'Se']",HgSe,4.5587661,4.558766099999991,9.94190898,90.0,90.0,120.00000000000006,6.0
mp-1018796,dd776da8-77ee-42f1-a117-f200ab952c68,mp-1018796,Materials Project,https://materialsproject.org/,hexagonal,2.0,"['Mg', 'Si']",Mg2Si,4.630927765,4.630927765000006,6.07742582,90.0,90.0,119.99999999999997,6.0
mp-1018810,90188398-99fc-4a5e-bdbe-c74e3b7f6144,mp-1018810,Materials Project,https://materialsproject.org/,tetragonal,2.0,"['Cl', 'Na']",ClNa2,3.55608828,3.55608828,12.59257402,90.0,90.0,90.0,6.0
mp-1019086,e529c186-87fc-4290-a7d6-0973205270c2,mp-1019086,Materials Project,https://materialsproject.org/,tetragonal,2.0,"['C', 'N']",CN2,3.313,3.313,4.748,90.0,90.0,90.0,6.0
mp-1019097,baed6c2b-afc9-4ed6-aa19-91dfac294c5d,mp-1019097,Materials Project,https://materialsproject.org/,tetragonal,2.0,"['C', 'Si']",C2Si,3.18371321,3.18371321,6.87774836,90.0,90.0,90.0,6.0
mp-102,4c2e7db0-6d71-45e4-ad77-bfadfe936562,mp-102,Materials Project,https://materialsproject.org/,cubic,1.0,['Co'],Co,3.5210516063147,3.5210516063147,3.5210516063147,90.0,90.0,90.0,4.0
mp-1021327,f3ded5c2-3fe9-47de-b483-9b320187e397,mp-1021327,Materials Project,https://materialsproject.org/,tetragonal,4.0,"['Cl', 'I', 'K', 'Li']",ClIKLi,4.31064602,4.31064602,6.86751268,90.0,90.0,90.0,4.0
